date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:24:28	23498/23498	---MCZ	200	added ('OK')	text/html	etag:%225bca-699f747c-b476ea73a7198ef7;br%22	https://amzpubl.com/contact.html	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/contact.html	(from https://amzpubl.com/)
09:24:28	36210/36210	---MCZ	200	added ('OK')	text/html	etag:%228d72-699f747c-13f1753735219838;br%22	https://amzpubl.com/privacy-policy.html	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/privacy-policy.html	(from https://amzpubl.com/)
09:24:29	33040/33040	---MCZ	200	added ('OK')	text/html	etag:%228110-699f747c-3507c496b41a5039;br%22	https://amzpubl.com/Term-condition.html	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/Term-condition.html	(from https://amzpubl.com/)
09:24:29	50006/50006	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:30%20GMT	https://amzpubl.com/assets/images/banner/11.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/banner/11.png	(from https://amzpubl.com/)
09:24:29	1748/1748	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:30%20GMT	https://amzpubl.com/assets/images/banner/12.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/banner/12.png	(from https://amzpubl.com/)
09:24:29	56870/56870	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Sep%202026%2016:24:30%20GMT	https://amzpubl.com/assets/images/banner/banner.jpg	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/banner/banner.jpg	(from https://amzpubl.com/)
09:24:30	3330/3330	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:30%20GMT	https://amzpubl.com/assets/images/icons/1.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/icons/1.png	(from https://amzpubl.com/)
09:24:30	2836/2836	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:30%20GMT	https://amzpubl.com/assets/images/icons/2.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/icons/2.png	(from https://amzpubl.com/)
09:24:30	3809/3809	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:31%20GMT	https://amzpubl.com/assets/images/icons/3.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/icons/3.png	(from https://amzpubl.com/)
09:24:30	2971/2971	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:31%20GMT	https://amzpubl.com/assets/images/icons/4.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/icons/4.png	(from https://amzpubl.com/)
09:24:31	2543/2543	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:31%20GMT	https://amzpubl.com/assets/images/icons/5.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/icons/5.png	(from https://amzpubl.com/)
09:24:31	2945/2945	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:31%20GMT	https://amzpubl.com/assets/images/icons/6.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/icons/6.png	(from https://amzpubl.com/)
09:24:31	82653/82653	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Sep%202026%2016:24:32%20GMT	https://amzpubl.com/assets/images/product/75.jpg	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/product/75.jpg	(from https://amzpubl.com/)
09:24:31	426848/426848	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:32%20GMT	https://amzpubl.com/assets/images/about/08.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/about/08.png	(from https://amzpubl.com/)
09:24:31	49164/49164	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Sep%202026%2016:24:32%20GMT	https://amzpubl.com/assets/images/product/76.jpg	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/product/76.jpg	(from https://amzpubl.com/)
09:24:32	97612/97612	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Sep%202026%2016:24:32%20GMT	https://amzpubl.com/assets/images/product/77.jpg	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/product/77.jpg	(from https://amzpubl.com/)
09:24:32	121320/121320	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Sep%202026%2016:24:32%20GMT	https://amzpubl.com/assets/images/product/78.jpg	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/product/78.jpg	(from https://amzpubl.com/)
09:24:32	101090/101090	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Sep%202026%2016:24:33%20GMT	https://amzpubl.com/assets/images/product/79.jpg	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/product/79.jpg	(from https://amzpubl.com/)
09:24:32	74952/74952	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Sep%202026%2016:24:33%20GMT	https://amzpubl.com/assets/images/product/104.jpg	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/product/104.jpg	(from https://amzpubl.com/)
09:24:33	97770/97770	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Sep%202026%2016:24:33%20GMT	https://amzpubl.com/assets/images/product/105.jpg	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/product/105.jpg	(from https://amzpubl.com/)
09:24:33	42125/42125	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Sep%202026%2016:24:33%20GMT	https://amzpubl.com/assets/images/product/101.jpg	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/product/101.jpg	(from https://amzpubl.com/)
09:24:33	49283/49283	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Sep%202026%2016:24:33%20GMT	https://amzpubl.com/assets/images/product/102.jpg	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/product/102.jpg	(from https://amzpubl.com/)
09:24:33	61449/61449	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Sep%202026%2016:24:34%20GMT	https://amzpubl.com/assets/images/product/103.jpg	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/product/103.jpg	(from https://amzpubl.com/)
09:24:33	2712/2712	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:34%20GMT	https://amzpubl.com/assets/images/testimonials/07.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/testimonials/07.png	(from https://amzpubl.com/)
09:24:34	32306/32306	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:34%20GMT	https://amzpubl.com/assets/images/testimonials/04.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/testimonials/04.png	(from https://amzpubl.com/)
09:24:34	2975/2975	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:34%20GMT	https://amzpubl.com/assets/images/brand/01.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/brand/01.png	(from https://amzpubl.com/)
09:24:34	2917/2917	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:35%20GMT	https://amzpubl.com/assets/images/brand/02.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/brand/02.png	(from https://amzpubl.com/)
09:24:34	2569/2569	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:35%20GMT	https://amzpubl.com/assets/images/brand/03.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/brand/03.png	(from https://amzpubl.com/)
09:24:34	2730/2730	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:35%20GMT	https://amzpubl.com/assets/images/brand/04.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/brand/04.png	(from https://amzpubl.com/)
09:24:35	3085/3085	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:35%20GMT	https://amzpubl.com/assets/images/brand/05.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/brand/05.png	(from https://amzpubl.com/)
09:24:35	2600/2600	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202026%2016:24:35%20GMT	https://amzpubl.com/assets/images/brand/06.png	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/images/brand/06.png	(from https://amzpubl.com/)
09:24:35	89501/89501	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9d-699f749a-24adefab514a5891;br%22	https://amzpubl.com/assets/js/vendor/jquery.min.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/vendor/jquery.min.js	(from https://amzpubl.com/)
09:24:35	78699/78699	---M-Z	200	added ('OK')	application/x-javascript	etag:%221336b-699f7498-286024606ee1a693;br%22	https://amzpubl.com/assets/js/plugins/bootstrap.min.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/bootstrap.min.js	(from https://amzpubl.com/)
09:24:36	1941/1941	---M-Z	200	added ('OK')	application/x-javascript	etag:%22795-699f7498-995d862eaa74e266;br%22	https://amzpubl.com/assets/js/plugins/contact.form.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/contact.form.js	(from https://amzpubl.com/)
09:24:36	9052/9052	---M-Z	200	added ('OK')	application/x-javascript	etag:%22235c-699f749b-cccdfd6342cda128;br%22	https://amzpubl.com/assets/js/vendor/waypoint.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/vendor/waypoint.js	(from https://amzpubl.com/)
09:24:36	111685/111685	---M-Z	200	added ('OK')	application/x-javascript	etag:%221b445-699f749a-81a6d2ab87f93198;br%22	https://amzpubl.com/assets/js/plugins/swiper.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/swiper.js	(from https://amzpubl.com/)
09:24:36	2235/2235	---M-Z	200	added ('OK')	application/x-javascript	etag:%228bb-699f7498-5db8815ebcdfe9a1;br%22	https://amzpubl.com/assets/js/plugins/resizer-sensor.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/resizer-sensor.js	(from https://amzpubl.com/)
09:24:36	5372/5372	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214fc-699f749a-7fbc4231e7451905;br%22	https://amzpubl.com/assets/js/plugins/sticky-sidebar.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/sticky-sidebar.js	(from https://amzpubl.com/)
09:24:37	35456/35456	---M-Z	200	added ('OK')	application/x-javascript	etag:%228a80-699f7498-d2581940e0185322;br%22	https://amzpubl.com/assets/js/plugins/isotop.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/isotop.js	(from https://amzpubl.com/)
09:24:37	5559/5559	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215b7-699f7498-8627673960730605;br%22	https://amzpubl.com/assets/js/plugins/imagesloaded.pkgd.min.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/imagesloaded.pkgd.min.js	(from https://amzpubl.com/)
09:24:37	12069/12069	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f25-699f7499-822d4c223ac8456c;br%22	https://amzpubl.com/assets/js/plugins/smoothscroll-varticle.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/smoothscroll-varticle.js	(from https://amzpubl.com/)
09:24:37	71166/71166	---M-Z	200	added ('OK')	application/x-javascript	etag:%22115fe-699f749a-8094558bd2851c92;br%22	https://amzpubl.com/assets/js/vendor/gsap.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/vendor/gsap.js	(from https://amzpubl.com/)
09:24:38	40605/40605	---M-Z	200	added ('OK')	application/x-javascript	etag:%229e9d-699f7499-1e0c1c59b1b335b7;br%22	https://amzpubl.com/assets/js/plugins/scrolltiger.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/scrolltiger.js	(from https://amzpubl.com/)
09:24:38	3981/3981	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f8d-699f7499-c455bc29fdae3a00;br%22	https://amzpubl.com/assets/js/plugins/scrolltoplugin.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/scrolltoplugin.js	(from https://amzpubl.com/)
09:24:38	15597/15597	---M-Z	200	added ('OK')	application/x-javascript	etag:%223ced-699f7499-2f6843028eb482c3;br%22	https://amzpubl.com/assets/js/plugins/splittext.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/splittext.js	(from https://amzpubl.com/)
09:24:38	7522/7522	---M-Z	200	added ('OK')	application/x-javascript	etag:%221d62-699f7499-a95f50d646662f91;br%22	https://amzpubl.com/assets/js/plugins/smoothscroll.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/smoothscroll.js	(from https://amzpubl.com/)
09:24:39	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:39%20GMT	https://amzpubl.com/assets/js/plugins/scrollmagic.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/scrollmagic.html	(from https://amzpubl.com/)
09:24:39	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:39%20GMT	https://amzpubl.com/assets/js/plugins/animate-scrollmagic.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/animate-scrollmagic.html	(from https://amzpubl.com/)
09:24:39	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:40%20GMT	https://amzpubl.com/assets/js/plugins/tilt.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/tilt.html	(from https://amzpubl.com/)
09:24:39	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:40%20GMT	https://amzpubl.com/assets/js/plugins/counterup.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/plugins/counterup.html	(from https://amzpubl.com/)
09:24:39	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:40%20GMT	https://amzpubl.com/assets/js/vendor/waw.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/vendor/waw.html	(from https://amzpubl.com/)
09:24:40	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:40%20GMT	https://amzpubl.com/assets/js/main.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/js/main.html	(from https://amzpubl.com/)
09:24:40	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2004%20May%202020%2016:04:00%20GMT	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	(from https://amzpubl.com/)
09:24:41	105768/105768	---M--	200	added ('OK')	font/woff2	etag:%2219d28-699f747d-a8418e696b217553;;;%22	https://amzpubl.com/assets/fonts/fa-brands-400.woff2	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/fonts/fa-brands-400.woff2	(from https://amzpubl.com/assets/css/plugins/fontawesome-6.css)
09:24:41	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:41%20GMT	https://amzpubl.com/assets/fonts/fa-brands-400.ttf	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/fonts/fa-brands-400.ttf	(from https://amzpubl.com/assets/css/plugins/fontawesome-6.css)
09:24:41	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:42%20GMT	https://amzpubl.com/assets/fonts/fa-duotone-900.woff2	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/fonts/fa-duotone-900.woff2	(from https://amzpubl.com/assets/css/plugins/fontawesome-6.css)
09:24:41	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:42%20GMT	https://amzpubl.com/assets/fonts/fa-duotone-900.ttf	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/fonts/fa-duotone-900.ttf	(from https://amzpubl.com/assets/css/plugins/fontawesome-6.css)
09:24:41	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:42%20GMT	https://amzpubl.com/assets/fonts/fa-light-300.woff2	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/fonts/fa-light-300.woff2	(from https://amzpubl.com/assets/css/plugins/fontawesome-6.css)
09:24:42	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:42%20GMT	https://amzpubl.com/assets/fonts/fa-light-300.ttf	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/fonts/fa-light-300.ttf	(from https://amzpubl.com/assets/css/plugins/fontawesome-6.css)
09:24:42	388900/388900	---M--	200	added ('OK')	font/woff2	etag:%225ef24-699f747e-8ca206938a74ed42;;;%22	https://amzpubl.com/assets/fonts/fa-regular-400.woff2	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/fonts/fa-regular-400.woff2	(from https://amzpubl.com/assets/css/plugins/fontawesome-6.css)
09:24:42	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:43%20GMT	https://amzpubl.com/assets/fonts/fa-regular-400.ttf	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/fonts/fa-regular-400.ttf	(from https://amzpubl.com/assets/css/plugins/fontawesome-6.css)
09:24:42	329204/329204	---M--	200	added ('OK')	font/woff2	etag:%22505f4-699f747f-f4daf3293c63be44;;;%22	https://amzpubl.com/assets/fonts/fa-solid-900.woff2	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/fonts/fa-solid-900.woff2	(from https://amzpubl.com/assets/css/plugins/fontawesome-6.css)
09:24:43	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:43%20GMT	https://amzpubl.com/assets/fonts/fa-solid-900.ttf	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/fonts/fa-solid-900.ttf	(from https://amzpubl.com/assets/css/plugins/fontawesome-6.css)
09:24:43	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:43%20GMT	https://amzpubl.com/assets/fonts/fa-thin-100.woff2	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/fonts/fa-thin-100.woff2	(from https://amzpubl.com/assets/css/plugins/fontawesome-6.css)
09:24:43	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:44%20GMT	https://amzpubl.com/assets/fonts/fa-thin-100.ttf	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/fonts/fa-thin-100.ttf	(from https://amzpubl.com/assets/css/plugins/fontawesome-6.css)
09:24:43	0/0	---M--	429	error ('Too%20Many%20Requests')	unknown/unknown	date:Mon,%2007%20Sep%202026%2016:24:44%20GMT	https://amzpubl.com/assets/fonts/fa-v4compatibility.woff2	C:/Users/CTD97/Desktop/publishing%20brand%20clone/Publishing%20Brand/amzpubl.com/assets/fonts/fa-v4compatibility.woff2	(from https://amzpubl.com/assets/css/plugins/fontawesome-6.css)
